lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
走運,,,,,,,,,,,,,,,,,,,,,
見獵心喜,,,,,,,,,,,,,,,,,,,,,
見慣不驚,,,,,,,,,,,,,,,,,,,,,
見怪,,,,,,,,,,,,,,,,,,,,,
見不得人,,,,,,,,,,,,,,,,,,,,,
芒刺在背,,,,,,,,,,,,,,,,,,,,,
良,,,,,,,,,,,,,,,,,,,,,
肝腸寸斷,,,,,,,,,,,,,,,,,,,,,
肚爛,,,,,,,,,,,,,,,,,,,,,
肖查某,,,,,,,,,,,,,,,,,,,,,
系念,,,,,,,,,,,,,,,,,,,,,
私生子,,,,,,"媽媽,爸爸,元配,老公,老榮民",,,,,,,,,,,,,,,/c/en/love_child/n/child_born_as_a_result_of_a_romantic_liaison_between_unmarried_parents
狂躁,,,,,,,,,,,,,,,,,,,,,
狂熱,,,,,,,,,,,,,紅色,,,,,,,,"/c/en/frenzy/n/state_of_wild_activity_or_panic,/c/en/mania/n/excessive_desire,/c/en/fanaticism/n/characteristic_or_practice_of_being_a_fanatic"
狂暴,,,,,,,,,,,,,,,,,,,,,"/c/en/frantic/a/in_a_state_of_panic,_worry,_frenzy_or_rush,/c/en/boisterous/a/full_of_energy;_noisy,/c/en/rampage/n/a_course_of_violent,_frenzied_action"
狂悲,,,,,,,,,,,,,,,,,,,,,
狂喜,,,,,,,,,"發行日,畢業日,考100分",,,,,,,,,,,"中獎,賺錢,上榜,生日,中樂透,約會,考上","/c/en/ecstasy/n/intense_emotion,/c/en/ecstasy/n/intense_pleasure"
狂笑,,打滾,,,,,,,"心情好時,開心的時候,看喜劇,開心",,"開心,有權,上批踢踢",,,,,"肚子,身體,腳,首",,,,"太開心,好笑的影片,好笑的電視,有好笑的事,愉悅,好笑的笑話,好好笑,好笑的漫畫",
狂怒,,咬人,,,,,,,,,,,,,,,,,,,
牢騷,,,,,,,,,,,,,,,,,,,,,
災,,,,,,有錢人,,,,,,,,,,,,,,大雨不停,
沒轍,,,,,,,,,,,,,,,,,,,,,
沒譜兒,,,,,,,,,,,,,,,,,,,,,
沒臉,,,,,,,,,,,,,,,,,,,,,
沒精打采,,,,,,,,,,,,,,,,,,,,,
沒著沒落,,,,,,,,,,,,,,,,,,,,,
沒羞,,,,,,,,,,,,,,,,,,,,,
沒門兒,,,,,,,,,,,,,,,,,,,,,
沒門,,,,,,,,,,,,,,,,,,,,,/c/en/no_way
沒法兒,,,,,,,,,,,,,,,,,,,,,
沒法,,,,,,,,,,,,,,,,,,,,,
沒奈何,,,,,,,,,,,,,,,,,,,,,
沒皮沒臉,,,,,,,,,,,,,,,,,,,,,
沉鬱,,,,,,,,,,,,,,,,,,,,,
沉默寡言,,,,,,,,,,,,,,,,,,,,,"/c/en/taciturn/a/untalkative,_silent"
沉默,,"隱板,閉嘴",難過,,,,,,"難過,不開心,傷心,在思考,在想其他的事,生氣,被說中了",,無言時,,"黑色,不說話",,,,,,寂靜,"無言,休息,喝酒,音樂,吵架","/c/en/taciturn/a/untalkative,_silent"
沉醉,,,,,,,,,感動,,,,,,,,,,,,
沉溺,,,戀愛,,,,,,,,,,,,,,"網路,電動遊戲,電視,夢裡,毒品中,痛苦中,音樂",,,"性愛,看推理小說",
沉著,,,,,,,,,,,,,黑色,,,,,,,,
沉痛,,,,,,,,,,,,,,,,,,,,,
沉湎,,,,,,,,,,,,,,,,,,,,,
沉悶,駕駛員,,,,,,,,"心情差,無聊",,,,黑色,,,"電腦,電視,朋友,電影台,酒,香菸,逛街,鼓勵,網路",,,,"孤單,失戀",
沉迷,,,"上網,上ptt,博弈,逛ptt",,,"電玩,人,毒品,網路,睡覺,愛情",,,,,小說,,,,,,,,,"玩電腦,遊戲,上網,打電動,玩遊戲,電腦,打電腦,賭博,小說,網路遊戲,戀愛,看電視,網咖,上ptt,魔獸,打電玩,看日劇,名牌,玩真三國無雙,養小雞,漫畫,電動",
沉重,,,,,,,,,,,,,灰色,,,,,,,,"/c/en/serious/a/important;_weighty;_not_trifling;_leaving_no_room_for_play,/c/en/earnest/a/important,_serious"
沉住氣,,,,,忍耐,,,,,,,,,,,,,,,,
沉心靜氣,,,,,,,,,,,,,,,,,,,,,
決定,,選擇,老闆,,看菜單,,,,舉手,,,,,,,,,,態度,考慮,"/c/en/decide/v/to_resolve_a_dispute,_give_judgement,/c/en/decision/n/choice_or_judgement,/c/en/determine/v/to_ascertain_definitely,/c/en/determine/v/to_set_the_limits_of"
決心,,,,,"放手,減肥",,,,,,,"勇氣,奮發向上",信念,,,,,,,,
求賢若渴,,,,,,,,,,,,,,,,,,,,,
求知若渴,,,,,,,,,,,,,,,,,,,,,
求之不得,,,,,,,,,,,,,,,,,,,,,
束手無策,,,,,,,,,,,,,,,,,,,,,
杞人憂天,,,,,,,,,,,,,,,,,,,,,
攻擊,狼牙棒,,"狼,機器人,恐龍,愛滋病毒,神奇寶貝,金鋼狼,生氣",,,"穆斯林,人,寵物,鳥,山獅",,,踢足球,,"變態,搶匪,賊,壞人,色狼",,紅色,,,,,,放屁,"反抗,不爽,被欺負,挑釁動作,受傷",/c/en/assail/v/to_attack_violently
攻勢,,,,,,,,,,,,,,,,,,,淚水,,/c/en/offensive/n/an_attack
改進,,,,,,,,,,,,,,,,,,,,被責罵,/c/en/tweak/v/to_slightly_adjust_or_modify
改善,,,,,,,,,,,,,,,,,,,,,/c/en/enhance/v/improve_something_by_adding_features
改悔,,,,,,,,,,,,,,,,,,,,,
折磨,,,,,,,,,,,,,,,,,,,"思念,人生,考試,期中考,上課,加班,慢性病,愛情,挫折,病,唸書,當兵,疼痛,難過,回憶,考零分,共同生活,發飆,生病了,鞥氣,苦難",,
抗議,,"絕食,叛逆","國民,學生,紅衫軍",,,,,,"選舉日,抗議日,台灣,勞動節,北所外,失業,投票日",,"波波事件,犯規,被水桶,被中共打壓,集遊法",,,布條,,"雞蛋,人,冥紙,白布條,布條",,,"冷戰,控訴","痛恨政府,政黨輪替,釋放陳水扁,台獨,總統大選",
抗爭,,,,,,,,,,,,,,,,,,,,總統被暗殺,
抖,,,手,,,,,,看恐怖片,,,,,,,,,,,,"/c/en/jerk/v/transitive:_to_give_a_quick,_often_unpleasant_tug_or_shake"
投入,,,,,,,,,"聽歌時,玩遊戲",,,,好玩,,,,,,,"看電影,看書,看電視",/c/en/put_in/v/to_place_inside
抑鬱寡歡,,,,,,,,,,,,,,,,,,,,,
抑鬱,,,,,,,,,,,,,,,,,,,,,/c/en/depress/a/suffering_from_clinical_depression
抑制,,,,,,,,,,,,,,,,,,,,,/c/en/inhibit/v/to_hinder;_to_restrain
把握,,追求,,,,,,,,,看到永恆,,,,,,,,,,/c/en/grasp/v/to_grip
扼腕,,,輸錢,,,,,,,,,,,,,,,,,,
批評,,,阿扁,,,"老師,總統,鄉民,市長,醜女,小孩,律師,菸味,人妖,女僕,弱者,失敗,學生,情侶,陳水扁,上司,政客,五月天,作家,政府,阿宅,名嘴,政治人物,馬英九,大老闆,畫家,自尊心強的人,陳冠希,女人,小甜甜,愛情,老闆娘,藝人,陳菊市長",,,,,,,,,,,,,,"很自大,小s去你家,參加比賽,言語,跳狗","/c/en/criticise/v/to_find_fault,/c/en/criticism/n/act_of_criticising,/c/en/criticise/v/to_evaluate"
批判,,,邱毅,,,穆斯林,,,,,,,,,,,,,,"新聞,不好的政府,不爽,政治",/c/en/criticism/n/act_of_criticising
扶持,,,,,,,,,,,,,,,,,,,友情,,
扭捏,,,,,,,,,,,,,,,,,,,,,"/c/en/mince/v/walk_in_short_precise_step,/c/en/mince/v/act_or_talk_with_affected_nicety"
扭曲,,,,,,,,,,,,,,,,,,,,,/c/en/contortion/n/the_act_of_contorting
戒,,,,,,,,,,,,,,,,,,,,,
忸怩,,,,,,,,,,,,,,,,,,,,,
快樂,,"唱歌,笑,跳舞,大笑",,,,,,,,,,,,,,,,,,"吃飯,唱歌,睡覺,運動,看電視,聽音樂,跳舞,戀愛,看電影,玩遊戲,開心,中樂透,逛街,打球,愛,上ptt,出去玩,看書,玩電腦,打電動,幸福,吃東西,聊天,談戀愛,愛情,滿足,讀書,做愛,上網,朋友,玩,放假,有錢",
快慰,,,,,,,,,,,,,,,,,,,,,
快意,,,,,,,,,,,,,,,,,,,,,
快活,,"打架,玩樂",,,,,,,,"快活/a,快活/a,快活/a",,,,,,,,,,"睡覺,有錢,聊天,刮腳毛",
快快樂樂,,,,,,"小孩,我",,,,,,,,,,,,,,買大補丸,
快,,"減速,受傷,撞到桌子,冒失,出錯",,,,"男人,開車",,,,,,,,,,,,,,"趕公車,趕火車,逛街,騎車","/c/en/quick/a/moving_with_speed,/c/en/rapid/a/very_swift_or_quick"
忘記,,,課文,,,,,,相遇紀念日,,尿庫子,,,,,,,,,"出車禍,記憶退化,老人痴呆症,作噩夢",
忘恩負義,,,,,,,,,,,,,,,,,,,,,
志得意滿,,"愛現,張揚,揮霍,放縱,購物",,,,,,,,,,,,,,,,,,順遂的人生,
志哀,,,,,,,,,,,,,,,,,,,,,
忐忑不安,,,,,,,,,"放榜日,成績出來前",,,,,,,,,,,,
忐忑,曖昧,,,,,,,,,,,,,,,,,,,,
忍俊不禁,,,,,,,,,,,,,,,,,,,,,
忍,,,,,,,,,"想廁所,被上司罵,癢,難耐",,,,,,,,,,,倔強,
忌憚,,,,,,,,,,,,,,,,,,,,,
忌恨,,,,,,,,,,,,,,,,,,,,,
忌妒,,,,,,我是美女,,,,,,,紅色,,,諷刺,,,,"美麗,正妹,她,錢,有錢,貪婪,中樂透,成就,談戀愛,努力,交女友,女友太正,會讀書又會玩,穿太辣,上第一志願,考很高,考高分,長得漂亮,炫耀,笑",
弄壞,,,,,,,,,,,,,,,,,,,,,
弄痛,,,,,,,,,,,,,,,,,,,,,
庇護,,買房子,,,,,,,,"/c/fi/hapete/n,/c/fi/hapete/n,/c/fi/hapete/n,/c/fi/hapete/n",,,,,"/c/fi/hapete,/c/fi/hapete",,,"/c/fi/hapete/n/oxidant,/c/fi/hapete/n/oxidizer,/c/fi/hapete/n/peroxide",,,"/c/en/oxidize_agent/n/any_substance_that_oxidizes,_or_receives_electrons_from,_another,/c/en/asylum/n/place_of_safety"
希冀,,,,,,,,,,,,,,,,,,,,,
希圖,,,,,,,,,,,,,,,,,,,,,
希望,,願望,,,,,,,失望,,,夢想,"太陽,星星,活著,和平,夢想,你",,,雙手,錢,,愛,"努力,買彩券,買彩卷,買樂透,彩券,快樂,彩卷,機會,相信,光,許願,天使,彩虹,愛,夢想,祈禱,幸運,樂透,理想,男人,中樂透,愛情,懷孕,流星",
希罕,,,,,,,,,,,,,,,,,,,,,
希,,,,,,,,,,,,,,,,,,,,,
巫婆,,,,,,"白雪公主,青蛙,公主,王子,小矮人,小孩子",,,,,,,"烏鴉,申艾莉",,,,,,,,
岔開,,,,,,,,,,,,,,,,,,,,,
屁滾尿流,,,,,,,,,,,,,,,,,,,,,
屁眼,,,,,,,,,菊花,,,,,,,,,,,,
屁孩,,,,,,,,,,,,,,,,,,,,,
屁,,,,,,氣,,,,,"賭爛,吃壞肚子,心情不好,地瓜吃太多",美人,,,,,,,幸運,,
宏偉,,,,,,,,,,,,,,,,,,,,,
宏大,,,,,,,,,,,,,,,,,,,,,
完善,,,,,,,,,,,,,,,,,,,,,
完備,,,,,,,,,,,,,,,,,,,,,
完美,華神,,未來,,,客戶,,,,,,,,,,,,,,"信心,堅持,可愛,專注","/c/en/flawless/a/perfect;_without_flaws,_shortcomings_or_defects"
孝敬,,,,,,,,,,,,,,,,,,,,,
孝順,父母,"聽媽媽的話,洗碗,養媽嗎,結婚,養家,愛妳嗎媽","你,長大",,,,,,父親節,,"父親,生病,一個人住,深夜的時候,看到感人電影,爸爸老了的",,,,,,,,陪父母吃飯,,/c/en/filial_piety/n/respect_to_one's_parents_and_ancestors
孝,,,,,,,,,,,,,,,,,,,,,/c/en/filial_piety/n/respect_to_one's_parents_and_ancestors
妨礙,,,,,,,,,,,,,,,,,,,,,"/c/en/interfere/v/to_get_involved,_causing_disturbance,/c/en/obstacle/n/something_that_impedes,_stands_in_the_way_of,_or_holds_up_progress"
妨害,,,,,,,,,,,,,,,,,,,,,
妓女,,,,,,,,,,,,,,,,,痛苦,,,,
妒賢嫉能,,,,,,,,,,,,,,,,,,,,,
妒嫉,,,,,,,,,,,,,,,,,,,,,/c/en/envy/n/resentful_desire_of_something_possessed_by_another
妒忌,,,,,,,,,,,,,,,,,,,,"整形,買彩卷,愛情,美貌",/c/en/jealousy/n/jealous_attitude_(e.g._fear_of_infidelity)
妒,,,,,,,,,,,,,,,,,,,,,
壯觀,"大,瀑布,大禹嶺,彩虹",,,,,,,,,,,,,,,,,,,,/c/en/spectacular/a/amazing_or_worthy_of_special_attention
壯麗,,,,,,,,,,,,,,,,,,,,,"/c/en/magnificent/a/grand,_elegant_or_splendid_in_appearance,/c/en/splendid/a/showy;_magnificent;_sumptuous;_pompous"
壯闊,,,,,,,,,,,,,,,,,,,,,
坐臥不寧,,,,,,,,,,,,,,,,,,,,,
坐臥不安,,,,,,,,,,,,,,,,,,,,,
坐困,,,,,,,,,,,,,,,,,,,,,
坐立不安,,,想念,,,,,,"她深夜未歸時,緊張,放榜日,興奮",,,,,,,,,,,,
坎坷,,,,,,,,,,,,,,,,,,,,不幸,
困憊,,,,,,,,,,,,,,,,,,,,,
困頓,,,,,,,,,,,,,,,,,,,,,
困惑,,,,,,,,,,,,,,,,,,,,"愛情,兩難,沒靈感,無解,不懂,愛上同性,解題,想不到方法,魔法,逃避,煩惱",/c/en/discombobulation/n/an_embarrassing_feeling_that_leaves_a_person_confused
困乏,,,,,,,,,,,,,,,,,,,,,
困,,困窘,,,,,,,,,,,,,,,,,,,/c/en/drowsy/a/inclined_to_drowse
告慰,,,,,,,,,,,,,,,,,,,,,
呆若木雞,,,,,,,,,,,,,,,,,,,,受到驚嚇,/c/en/dumbfound/a/shocked_and_speechless
呆,呆子,"腦殘,發呆,白癡",,/c/pt/treinador,,笨笨,,,發呆時,,發呆時,,,,,,,,,"癡,發呆,變胖,看電視",
吻,,,,,做愛,情人,,,,,,快樂,,,,,,,舌吻,,
吹喇叭,,"買喇叭,吸氣","我,牙齒",,,,,,,,,,,,,喇叭,,,,,
吹毛求疵,,,,,,,,,,,,,,,,,,,,,/c/en/cavil/v/to_criticise_for_petty_or_frivolous_reasons
吸引,,自殘,,,,,,,,,,,,,,,,,,,/c/en/fascinate/v/to_evoke_interest_or_attraction
含糊,,,,,,,,,,,,,,,,,,,,,"/c/en/perfunctory/a/performed_out_of_routine,_with_little_care"
含羞,,,,,,,,,,,,,,,,,,,,,
含淚,,,,,,,,,,,,,,,,,,,,,
含笑九泉,,,,,,,,,,,,,,,,,,,,,
含笑,,,,,,,,,,,,,,,,,,,,,
含怒,,,,,,,,,,,,,,,,,,,,,
否認,,,,,,,,,偷吃被發現,,,,,,,,,,,,"/c/en/denial/n/assertion_of_untruth,/c/en/denial/n/negation_in_logic"
否定,,,,,,"大家,人,男人,贏家",,,,,,,,,,,,,不,"機車,做人失敗,太gy","/c/en/negation/n/act_of_negating_something,/c/en/negative/a/not_positive_or_neutral,/c/en/denial/n/negation_in_logic"
吞聲,,,,,,,,,,,,,,,,,,,,,
吝嗇,,,,,,,,,,,,,,,,,,,,沒錢,
吝惜,,,,,,,,,,,,,,,,,,,,,
吝,,,,,,,,,,,,,,,,,,,,,
即景生情,,,,,,,,,,,,,,,,,,,,,
利潤,,,,,,"財團老闆,商人",,,,,,,,,,,,,,"投資,買房子,顧客,做生意",
利益,,"背叛,槍砲,朋友,主人,交際",,,,"大人,老闆,商人",,,,,,"黑暗火鍋,友情,政治",鈔票,,,,"愛情,友誼,道德,義",,金錢,"盜版光碟,水,出訪南美州,股票,諂媚,食物,讀書,財富,顧客,摸彩,買股票,錢",
利己,,,,,,,,,,,,,,,,,,,,,
別無良策,,,,,,,,,,,,,,,,,,,,,
冷靜,,,"獨處,倒立",,"生氣,被劈腿,亢奮,想事情,不知所措,吵架,快抓狂,抓狂,地震,考試,憤怒,發火,發生爭執,聽,認真,難過,失望,念書,溺水,神智不清,撕榜單",慾火焚身,,,"地震,搶劫,打119,關鍵時刻",,想,,"黑色,藍色",,,,,,,"洗臉,思考,聽音樂",/c/en/calmness/n/the_state_of_being_calm;_tranquillity;_silence
冷酷,,,,,,,,,,,,,黑色,,,,,,,,
冷淡,,,,,,孤獨,,,"心情不好,累了,不高興,想分手,沒睡飽,討厭你,不好吃,不舒服",,,,,,,,,,,,
冷,"水,冬天","穿衣服,發抖,穿外套,喝熱湯,蓋棉被,睡覺","冷氣,冰箱,冬天",,,,,,"脫衣,冬天,吃冰",,,,,,,衣服,,,,"冬天,感冒,沒穿衣服,寒流,吹冷氣,吃冰,講笑話",
免費,,,,,,,,,,,,,,,,,,,,好康,
克制,,,,,,,,,欲望,,,,,,,,,,,,
你娘卡好,,,,,,,,,,,,,,,,,,,,,
作弊,,考試,學生,,考試,"老師,學生,考試,考生,教授,同學",,,"考試,考試時,學校,期末考,教室",,考試,,,小抄,,"小抄,手機,筆,眼睛,課本,望遠鏡,脖子",,,,"考試,沒讀書",
作嘔,,,,,,,,,,,,,,,,,,,,,
作色,,,,,,,,,,,,,,,,,,,,,
何樂而不為,,,,,,,,,,,,,,,,,,,,,
何樂不為,,,,,,,,,,,,,,,,,,,,,
何去何從,,,,,,,,,,,,,,,,,,,,,
佔便宜,,,,,,,,,,,,,,,,,,,,,
低落,,生氣,,,,,,,"沮喪,難過的時候",,"沒錢,落選,沒妹,沒車",,"孤單,寂寞",,,鼓勵,,,,寂寞,
低迷,,,,,,,,,,,,,,,,,,,,難過,
低能兒,,,,,,,,,,,,,,,,,,,,,
低能,,"報警,翻白眼",,,,高材生,,,,,,,,,,,,,,,
低沉,,,,,,,,,,,,,,,,,,,,,
低回,,,,,,,,,,,,,,,,,,,,,
但願,,,,,,,,,,,,,,,,,,,,,
伶俐,,,,,,,,,,,,,,,,,,,,,
伴侶,,"去相親,上歐兔版,多出去走走,去夜店,打扮,多交朋友,上交友網站,培養感情,多跟別人相處",,,,男人,,,,,,,老公,,,,拋棄,,"同伴,配偶",工作,
行若無事,,,,,,,,,,,,,,,,,,,,,
色情,,,,,,,,,,色情/n,,,"黃色,紅色",,,,,,,漫畫,"/c/en/erotica/n/erotic_literature_or_art,/c/en/erotic/a/tending_to_arouse_sexual_desire"
至善,,,,,,,,,,,,,,,,,,,,,
至高無上,,,,,,男人,,,,,,,紫色,,,,,,主人,,
自餒,,,,,,,,,,,,,,,,,,,,,
自暴自棄,,,,,,,,,"失戀,期末考",,"失戀,考不好",,,,,,,,,"失戀,害怕,遭受打擊,太矮,功課太差,太胖,百口莫辯,討厭自己,失敗,恐懼,被大家罵",
自慰,,,"單身的人,女人",,,"人,宅男",,,"有需求,想發洩",,性慾高漲,,,,,"按摩棒,衛生紙,保險套,手",,,,看a片,
自鳴得意,,,,,,,,,,,,,,,,,,,,,
自豪,,,,,,,,,,,,,,,,,,,,,
自慚形穢,,,,,,,,,,,,,,,,,,,,,
自尊,,"尬車,說大話,買不求人,上班,辭職",,,,教師,,,,,,謊言,,"地位,好臉蛋",,,,,,,
自責,,哭,載人出車禍,,,,,,"做錯事,火大",,遲到,,,,,,,,,"劈腿了,慚愧",
自得其樂,,,貓,,,寶寶,,,,,,,,,,,,,,,
自負,,,,,,,,,,,,,,,,,,,,,
自相驚擾,,,,,,,,,,,,,,,,,,,,,
自怨自艾,,,,,,,,,,,,,,,,,,,,難過,
自信,,"化妝,打扮,充實自己,有勇氣",,,,"女人,男人,人,我,笑容",,,,,,"信心,女模,帥哥",驕傲,,,,,,"快樂,愛我","美麗,工作,成就感,運動,減肥,知識,健身,瘦身,認真,學習,朋友,職稱,閱讀",/c/en/self-belief/n/trust_in_one's_positive_characteristics
自咎,,,,,,,,,,,,,,,,,,,,,
自卑,,,,,,,,,,,,,,,,,,,,"胖,醜,陽萎,沒知識,量腰圍,失業,沒自信,沒錢,嘲笑,不會打扮,憂鬱,成績差,猜輸多拉a夢,美麗,戀愛,貧窮",
自私,"個人主義,佔有,人,愛情","沒有朋友,破壞地球,被罵,被甩",,,,"我,人",,,"只為自己,不顧他人",,,,,,,,,,"人性,愛情","人品不好,富有",
自我陶醉,,,,,,,,,,,,,,,,,,,,,
自我欣賞,,,,,,,,,,,,,,,,,,,,,
自在,玩電腦,開心,,,,"媽媽,單身貴族",,,,,,,"綠色,喝酒",,,,,,獨自去看電影,"尿尿,一個人",
自由自在,,,"魚,鳥",,,"魚,鳥,女人,敗犬,媽媽",,,單身,,,,,,,,,,,快樂,
自由,,"解放,分手,飛翔,有錢,出門,遨遊",離婚,,,"學生,我,人民,小鳥,犯人,人,奴隸,鳥兒,動物,小雞,小狗,人類,囚犯,狗狗,大家,籠中鳥,你們,我們,畜牲,他,阿扁,女高中生",,,,,,,"天空,藍色,綠色,自由女神像,鴿子",,,,生活,,"單身,天空","飛翔,分手,放鬆,開心",
自甘墮落,,,,,,,,,,,失戀,,,,,,,,,,
自大,,,"公主病患者,無知",,,"男人,成就,成功",,,,,,,,,,,,,男人,"門縫裡看人,自信,驕傲","/c/en/conceited/a/vain_and_egotistic,/c/en/narcissistic/a/having_an_inflated_idea_of_one's_own_importance"
老著臉皮,,,,,,,,,,,,,,,,,,,,,
老處女,,,,,,,,,,,,,,,,,,,,,
老羞成怒,,,,,,,,,,,,,,,,,,,,,
老淚縱橫,,,,,,,,,,,,,,,,,,,,,
老淚橫流,,,,,,,,,,,,,,,,,,,,,
老娘,,,,,,,,,,,,,,,,,,,,,
老牛舐犢,,,,,,,,,,,,,,,,,,,,,
老子,,,,,,,,,,,,,,,/c/ja/老子,,"錢,病",,,,/c/en/laozi/n/influential_chinese_philosopher_and_founder_of_taoism
米蟲,,,,,,"我,他,老闆",,,,,,,,,,,,,,,
百感叢生,,,,,,,,,,,,,,,,,,,,,
百感交集,,,,,,,,,,,,,,,,,,,,,
百般無奈,,,,,,,,,,,,,,,,,,,,,
灰溜溜,,,,,,,,,,,,,,,,,,,,,
灰心喪氣,,,,,,,,,,,,,,,,,,,,,
灰心,,,,,,,,,,,手受傷,,,,,,,,,"錢包不見,考零分,找不到朋友,東西不見,沒有網路",
污穢,,,,,,,,,,,,,黑色,,,,,,,,"/c/en/foul/a/covered_with,_or_containing,_extraneous_matter"
汗顏,,,,,,,,,,,,,,,,,,,,緊張,
死對頭,,,,,,,,,,,,,,,,,,,,,
死路,,,,,,,,,,,,,,,,,,,,,/c/en/cul-de-sac/n/blind_alley
死當,,,,,,"學生,大學生,人,作弊,學校,很混的學生,懇求老師,熬夜念書,大家,專心做報告,畢業考,同學,我朋友,朋友,大四,資工系學生",,,教授面前,,,,,,,,,,,"考不好,熬夜,上課睡覺,不唸書,很混,被二一",
死期,,,,,,,,,,,,,,,,,,,,,
死氣沉沉,,,,,,,,,,,,,灰色,,,,,,,,
死氣,,,,,,,,,,,,,,,,,,,,,
死沉,,,,,,,,,,,,,,,,,,,,,
死刑,,,,,,"流氓,壞人,不想活,沒人,沒有人,囚犯,壞人怕,人",,,,,,,,,,,"法律,代價",,槍斃,,"/c/en/capital_punishment/n/punishment_by_death,/c/en/death_penalty/n/state_punishment_of_death,/c/en/death_sentence/n/sentence"
死皮賴臉,,,,,,,,,,,,,,,,,,,,,
死心,,,,,,,,,,,,,,,,,,,,傷心,
死不瞑目,,,,,,,,,,,,,,,,,,,,,
死不,,,,,,,,,,,,,,,,,,,,,
死亡,,,,,,"人,人類,蟑螂,動物,老人,大象,我,小雞",,,,,,,黑色,,,,,,,"生病,車禍,地震,戰爭,吸毒,癌症,颱風,自殺,跳樓,水災,災難,病毒,土石流,火災,休克,飆車,中毒,打架,疾病,天災,重病,喝酒,中風,世界末日,意外,割腕,流血,一氧化碳,肺癌,酒駕,氣喘,海嘯",
死乞白賴,,,,,,,,,,,,,,,,,,,,,
死人,"墳墓,木乃伊",,"夾死人,打架,戰爭,火焰,海嘯,癌症",,,人,,,,,,"屍體,木材,殭屍,醫院",,,,,,,"木乃伊,墓地裡的人","地震,失火,車禍,土石流,警察,火災,酒駕,出車禍",
死,夭折,寫遺書,"人,花,貓,被十字弓射到,跳淡水河自殺,東西,魚,被車撞可能",,,"人,我,老鼠,你,小雞,老人,沒有人,病人,人類,有錢人,腐女,鳥",,,"淹水,從101往下跳,跳水",,"痛苦,失戀,生病,經痛,肚子餓,難過,肚子痛",,,,,師公,,,,"愛上美環,車禍,嚴重昏迷,水災,老了",/c/en/succumb/v/to_die
次等,,,,,,,,,,,,,,,,,,,,,
次要,,,,,,,,,,,,,,,,,,,,,/c/en/peripheral/a/unimportant
有錢,,"賺錢,工作,投資,買東西,努力,存錢,花錢,打工,存起來,吃飯,努力工作",,,花錢,"人,窮人,我,你",,,,,,,,,,,,,,"工作,賺錢,中樂透,上班,打工",
有趣,"玩,漫畫,唱歌,奇妙,玩電腦,派大星","猜拳,養雞,看書,玩電腦,打羽球,打魔獸,玩社團,看影片,跳舞,摸彩,放風箏,長得帥,上ptt,玩妞妞車",電動,,,為人父,,,養批踢踢小雞,,,,幽默,,,,,,就可,"上ptt,開心,看漫畫,趣味,幽默,看電視,寵物,有梗,唱歌,讀書,棋靈王,知足,聽廣播,好玩,好笑",/c/en/amuse/a/entertaining
有愧,,,,,,,,,,,,,,,,,,,,,
有益,水果,,,,,,,,,,,,,,,,,,救災行動,,
有氣無力,,,,,,,,,,,,,,,,,,,,肚子餓,
有效,"藥,藥物",,,,,,,,,,,,,,,,,,,,
有害,黴菌,,,,,,,,,,,,,,,,,,,,"/c/en/hurtfulness/n/the_property_of_being_hurtful,/c/en/harmful/a/likely_to_be_damaging"
有助,,,,,,,,,,,,,,,,,,,,,
有利,,,,,,,,,,,,,,,,,,,,,"/c/en/favourable/a/opportune,/c/en/prosperous/a/favorable"
有用,"錢,電腦,口水,補習,木頭,讀書,手電筒,錫,信用,苦瓜",,,,,檯燈,,,,,,,,,,,,,,,
有心無力,,,,,,,,,,,,,,,,,,,,,
有力,,,,,,,,,,,,,,,,,,,,,
曲解,,,,,,,,,,,,,,,,,,,,,
收穫,,"努力,付出",,,,,,,,,,快樂,,,,,,,"愛,成功","努力,看書,付出,播種,讀好書,耕作,投資,衝動,勤勞",
成就,,"努力,讀書,工作,認真,打拼,上進,充實自己,奮鬥,樂觀,不怕失敗,健康",,,,"敗犬,人",,,,,,"快樂,尊嚴",,,,,,,"成功,完成目標,成績,富有,完成論文","工作,努力,認真,考試,讀書,努力讀書,去上學,鍥而不捨,認真讀書,閱歷","/c/en/achievement/n/a_reward_in_video_games,/c/en/achievement/n/act_of_achieving_or_performing"
成見,,,,,,他,,,,,,,,,,,,,,,/c/en/prejudice/n/adverse_judgement_formed_beforehand
成功,郭台銘,"努力,嘗試,實踐,認真,失敗,讀書,用功,堅持,加油","實行,發表",,,"我,人,老闆,你,爸爸",,,,,,,,,,,,,,"努力,認真,失敗,堅持,用功,上進,告白,勤勞,讀書,自信,希望,唸書",
安穩,,,,,,,,,,,,,,,,,睡覺,,,"睡覺,放心,音樂,房子",
安靜,,"睡覺,發呆,玩電腦,關燈","周杰倫,喉嚨痛,貓咪",,"上課,讀書,睡覺","老師,睡覺,病人,吵鬧",,,"吃飯,圖書館,睡覺,發呆,公共場合,思考",,"睡覺,難過",,沉默,,,,,,,"看書,上課,太吵,無言",
