synset.id,synset.lemma,lemma,POS,Polarity,Collocates,Similar_DSM_dependency,Cause,Result,Sense_num,Emotion_prob,A_Member_of,HYPO,Emily,Yvonne,Amber,MEAN,SD,SCALE,afverb1,afverb2,afverb3,bfverb1,bfverb2,bfverb3
,,平淡,V,neu,"{歸於,相識,樂趣,之前,自然,生活,還是,地,很,從}",,,,1,,,,0,0,0,0,0,0.541462518,"無(VJ),如常(VH),天真(VH)","點頭(VA),預期(VE),道(VE)","肯定(VK),綺麗(VH),睡到(VCL)","面對(VC),趨(VL),走入(VCL)","靜謐(VH),覺得(VK),若即若離(VH)","類似(VG),說(VE),落得(VK)"
,,貪戀,V,neu,"{而,是,的}",,,,1,,,,0,-1,-2,-1,1,0.07992732,,,"無(VJ),捨不得(VL),嬉戲(VA)","顧,不,得,(,V,J,)","過人(VH),無可救藥(VH)","說(VE),置(VC),有(V_2)"
,,意欲,V,neu,"{表現,對於,種,地,所,來,而,與,的}",,,,1,,,,0,-1,-2,-1,1,0.07992732,"邁向(VCL),達成(VC),造作(VH)","說(VE),明說(VA),描述(VC)","為非作歹(VA),成(VG),如此(VH)","起身(VA),生存(VH),愛著(VH)","積極(VH),無所不用其極(VH),為(VG)","進行(VC),贊美(VC),相同(VH)"
,,恐慌,V,neg,"{無謂,搶購,引發,引起,投資人,民眾,心理,造成,再度,股市}",,,,1,,fear,,-3,-3,-3,-3,0,-0.843143077,"研究(VE),發作(VH),無助(VH)","說(VE),著名(VH),發生(VJ)","顯示(VK),重要(VH),重演(VC)","需要(VK),陷入(VCL),造成(VK)","造成(VK),造成(VG),覺得(VK)","預估(VE),震驚(VHC),造成(VK)"
,,難過,V,neg,"{有一點點,榕樹,難過,流下,極了,眼淚,悲哀,哭,傷心,感到}",,,,3,,sadness,,-3,-2,-2,-2.333333333,0.577350269,-0.535452945,"需要(VK),過(VCL),跑回(VCL)","高興(VK),難過(VK),遺憾(VK)","難過(VK),開始(VL),開(VC)","這樣子(VH),覺得(VK),狼狽(VH)","高興(VK),驚訝(VK),難過(VK)","餓(VH),難過(VK),開始(VL)"
,,歡樂,,,,,,,,,happiness,,3,3,2,2.666666667,0.577350269,1.772223047,"響噹噹(VH),達到(VJ),過(VCL)","高唱(VC),颺然(VH),青春(VH)","鬧累(VH),重要(VH),重溫(VJ)","露出(VC),製造(VC),缺乏(VJ)","高昂(VH),驚心動魄(VH),驚奇(VK)","鮮美(VH),集會(VA),陶醉(VH)"
,,興高采烈,,,,,,,,,happiness,,3,3,3,3,0,1.926068113,"遊戲(VA),談(VE),拿(VC)","開口(VA),議論(VE),談論(VE)","鼓勵(VF),迷醉(VJ),贊成(VK)","顯得(VK),妝點(VC)","跳(VA),說(VE),穿越(VCL)","讓(VL),讀出(VC),著迷(VI)"
,,不滿,,,,,,,,,anger,,-2,-2,-2,-2,0,-0.381607879,"顯得(VK),集中(VC),道(VE)","鬱悶(VH),高級(VH),順手(VH)","鼓勵(VF),高喊(VE),開始(VL)","鬱悶(VH),開始(VL),邀請(VC)","高(VH),降低(VHC),開戰(VB)","順從(VJ),開車(VA),開始(VL)"
,,憤懣,,,,,,,,,anger,,-3,-3,-3,-3,0,-0.843143077,"投,射,(,V,C,)","遠渡重洋(VA),為(VG),悲怒(VH)","隱忍(VJ),無奈(VH),執政(VA)","露,(,V,C,)","悲愴(VH),孤獨(VH),住(VJ)[+vrr]","縱有(VJ),抒發(VC),奮鬥(VA)"
,,窩火,,,,,,,,,anger,,-3,-3,-2,-2.666666667,0.577350269,-0.689298011,,,,,,
,,恨之入骨,,,,,,,,,anger,,-3,-3,-3,-3,0,-0.843143077,,,"成,群,(,V,H,)","特,別,(,V,H,)",,
,,義憤填膺,,,,,,,,,anger,,-3,-3,-3,-3,0,-0.843143077,,"讓(VL),表示(VE),斷(VHC)","激昂(VH),氣(VK),暴起(VH)","有,(,V,_,2,)","讀(VC),站起來(VA),令(VL)","質詢(VE),變(VG),平等(VH)"
,,怒氣沖天,,,,,,,,,anger,,-3,-3,-3,-3,0,-0.843143077,,,,,,
,,難受,,,,,,,,,sadness,,-2,-2,-2,-2,0,-0.381607879,,"難受(VH),關注(VJ),說(VE)[+vrv]","說(VE),自認(VE),無(VJ)","覺得(VK),傷心(VH),一樣(VH)","難受(VH),鑽動(VA),說(VE)","餓(VH),讓(VL),打胎(VA)"
,,消沉,,,,,,,,,sadness,,-1,-2,-2,-1.666666667,0.577350269,-0.227762813,,"有效(VH),拒絕(VF),低回(VH)","造,成,(,V,K,)","意,氣,(,V,H,)","漠然(VH),失望(VH)","表,現,出,(,V,C,)"
,,灰心喪氣,,,,,,,,,sadness,,-2,-3,-3,-2.666666667,0.577350269,-0.689298011,,,,,,
,,悲淒,,,,,,,,,sadness,,-3,-3,-3,-3,0,-0.843143077,,"遙,遠,(,V,H,)",,,,
,,悶悶不樂,,,,,,,,,sadness,,-2,-3,-2,-2.333333333,0.577350269,-0.535452945,,"鬱鬱(VH),跑出去(VA),睡(VA)","說(VE),沒(VJ),寡(VH)","顯出(VK),開始(VL),感到(VK)","讓(VL),使(VL)","發,現,(,V,E,)"
,,悲痛欲絕,,,,,,,,,sadness,,-3,-3,-3,-3,0,-0.843143077,,,,,"降落(VA),回報(VC)","崇,拜,(,V,J,)"
,,欲哭無淚,,,,,,,,,sadness,,-3,-2,-3,-2.666666667,0.577350269,-0.689298011,,,"有,(,V,_,2,)",,,
,,提心吊膽,,,,,,,,,fear,,-2,-3,-2,-2.333333333,0.577350269,-0.535452945,"過,日,子,(,V,A,)","追(VC),等待(VK),笨重(VH)","進(VC),辛苦(VHC),知道(VK)",,"過(VCL),讓(VL),歇斯底里(VH)","這樣(VH),走路(VA),考試(VA)"
,,疑懼,,,,,,,,,fear,,-1,-3,-2,-2,1,-0.381607879,"防,備,(,V,E,),[,+,n,o,m,]","見(VE),失和(VH),協調(VC)","擔心(VK),想起(VE),剝奪(VC)","產生(VHC),生(VC),深懷(VJ)","興訟(VA),生活(VA),瓦解(VH)","醫療(VC),廣大(VH)"
,,不寒而慄,,,,,,,,,fear,,-3,-3,-3,-3,0,-0.843143077,,"鬧,鬼,(,V,H,)","看(VC),位於(VCL)",,"讓(VL),感到(VK),叫(VL)","透,出,(,V,J,)"
,,望而生畏,,,,,,,,,fear,,-2,-2,-3,-2.333333333,0.577350269,-0.535452945,,"退,避,三,舍,(,V,A,)","大,(,V,H,)",,"讓(VL),令(VL)",
,,大吃一驚,,,,,,,,,surprise,,-2,-1,-3,-2,1,-0.381607879,"曰,(,V,E,)","新(VH),擁有(VJ),感覺(VK)","醒過來(VH),詰問(VE),解釋(VE)","不,覺,(,V,K,)","讓(VL),聽(VE),經營(VC)","迫近(VCL),躺(VA),處理(VC)"
,,震驚,,,,,,,,,surprise,,-3,-2,-3,-2.666666667,0.577350269,-0.689298011,"哭(VA),哀悼(VJ),不已(VH)","默然(VH),錯愕(VH),超強(VH)","顯示(VK),遺憾(VK),觀光(VA)","表(VE),深感(VK),有(V_2)","顯得(VK),開幕(VH),錯愕(VH)","革命(VA),隱藏(VC),陷入(VCL)"
,,驚異,,,,,,,,,surprise,,-2,-2,-2,-2,0,-0.381607879,"表現(VC),莫名(VH),替代(VJ)","道(VE),質疑(VE),說(VE)[+vrv]","目睹(VE),深怕(VK),流淚(VA)","蘊含(VJ),毫無(VJ),射出(VC)","讚嘆(VE),竟是(VG),現代(VH)","走去(VA),讓(VL),看書(VA)"
,,驚,,,,,,,,,surprise,,-1,-2,0,-1,1,0.07992732,"飛(VA),非同小可(VH),醒覺(VH)","魂飛魄散(VH),非同小可(VH),險(VH)","跳下(VCL),跪(VA),走(VA)","豔(VH),落筆(VA),無(VJ)","見(VE),製作(VC),艱難(VH)","體會(VK),驚嚇(VC),響起(VH)"
,,出乎意料,,,,,,,,,surprise,,0,0,1,0.333333333,0.577350269,0.695307584,"超過(VJ),發生(VJ)","飽(VH),難纏(VH),打敗(VC)","順利(VH),輔導(VC),嚼(VC)","遇到(VC),竟是(VG),發展(VC)","說到(VE),發生(VJ),當紅(VH)","醉(VH),超現實(VH),聞(VC)"
,,驚嘆,,,,,,,,,surprise,,1,2,1,1.333333333,0.577350269,1.156842783,"連連(VH),不已(VH)","認為(VE),融進(VCL),融合(VC)","餓(VH),這樣(VH),談到(VE)","發出(VC),拍案(VA),忘神(VH)","驚喜(VH),過人(VH),起(VJ)","讓(VL),濺起(VC),投出(VC)"
,,感覺,,,,,,,,,others,,0,0,0,0,0,0.541462518,"黯淡(VH),麻木(VH),高興(VK)","黑漆漆(VH),麻癢(VH),麻木(VH)","鮮活(VH),鬆(VHC),體驗(VC)","鬆軟(VH),飢餓(VH),顫抖(VAC)","鬆弛(VHC),高貴(VH),體驗(VC)","黑(VH),黏黏(VH),體認(VK)"
,,感到,,,,,,,,,others,,0,0,0,0,0,0.541462518,"齒冷(VH),鼓舞(VC),麻煩(VHC)","麻煩(VHC),麻(VH),高興(VK)","麻痺(VH),高興(VK),高尚(VH)","黨同伐異(VA),顯著(VH),革命(VA)","鹵莽(VH),高昂(VH),高(VH)","默默無言(VH),默然不語(VH),鬧(VC)"
